Identifier	Initial_Time_Signature_0	Initial_Time_Signature_1	Compound_Or_Simple_Meter	Triple_Meter	Quintuple_Meter	Changes_of_Meter	Most_Common_Pitch_Prevalence	Most_Common_Pitch_Class_Prevalence	Relative_Strength_of_Top_Pitches	Relative_Strength_of_Top_Pitch_Classes	Interval_Between_Strongest_Pitches	Interval_Between_Strongest_Pitch_Classes	Number_of_Common_Pitches	Pitch_Variety	Pitch_Class_Variety	Range	Most_Common_Pitch	Primary_Register	Importance_of_Bass_Register	Importance_of_Middle_Register	Importance_of_High_Register	Most_Common_Pitch_Class	Basic_Pitch_Histogram_0	Basic_Pitch_Histogram_1	Basic_Pitch_Histogram_2	Basic_Pitch_Histogram_3	Basic_Pitch_Histogram_4	Basic_Pitch_Histogram_5	Basic_Pitch_Histogram_6	Basic_Pitch_Histogram_7	Basic_Pitch_Histogram_8	Basic_Pitch_Histogram_9	Basic_Pitch_Histogram_10	Basic_Pitch_Histogram_11	Basic_Pitch_Histogram_12	Basic_Pitch_Histogram_13	Basic_Pitch_Histogram_14	Basic_Pitch_Histogram_15	Basic_Pitch_Histogram_16	Basic_Pitch_Histogram_17	Basic_Pitch_Histogram_18	Basic_Pitch_Histogram_19	Basic_Pitch_Histogram_20	Basic_Pitch_Histogram_21	Basic_Pitch_Histogram_22	Basic_Pitch_Histogram_23	Basic_Pitch_Histogram_24	Basic_Pitch_Histogram_25	Basic_Pitch_Histogram_26	Basic_Pitch_Histogram_27	Basic_Pitch_Histogram_28	Basic_Pitch_Histogram_29	Basic_Pitch_Histogram_30	Basic_Pitch_Histogram_31	Basic_Pitch_Histogram_32	Basic_Pitch_Histogram_33	Basic_Pitch_Histogram_34	Basic_Pitch_Histogram_35	Basic_Pitch_Histogram_36	Basic_Pitch_Histogram_37	Basic_Pitch_Histogram_38	Basic_Pitch_Histogram_39	Basic_Pitch_Histogram_40	Basic_Pitch_Histogram_41	Basic_Pitch_Histogram_42	Basic_Pitch_Histogram_43	Basic_Pitch_Histogram_44	Basic_Pitch_Histogram_45	Basic_Pitch_Histogram_46	Basic_Pitch_Histogram_47	Basic_Pitch_Histogram_48	Basic_Pitch_Histogram_49	Basic_Pitch_Histogram_50	Basic_Pitch_Histogram_51	Basic_Pitch_Histogram_52	Basic_Pitch_Histogram_53	Basic_Pitch_Histogram_54	Basic_Pitch_Histogram_55	Basic_Pitch_Histogram_56	Basic_Pitch_Histogram_57	Basic_Pitch_Histogram_58	Basic_Pitch_Histogram_59	Basic_Pitch_Histogram_60	Basic_Pitch_Histogram_61	Basic_Pitch_Histogram_62	Basic_Pitch_Histogram_63	Basic_Pitch_Histogram_64	Basic_Pitch_Histogram_65	Basic_Pitch_Histogram_66	Basic_Pitch_Histogram_67	Basic_Pitch_Histogram_68	Basic_Pitch_Histogram_69	Basic_Pitch_Histogram_70	Basic_Pitch_Histogram_71	Basic_Pitch_Histogram_72	Basic_Pitch_Histogram_73	Basic_Pitch_Histogram_74	Basic_Pitch_Histogram_75	Basic_Pitch_Histogram_76	Basic_Pitch_Histogram_77	Basic_Pitch_Histogram_78	Basic_Pitch_Histogram_79	Basic_Pitch_Histogram_80	Basic_Pitch_Histogram_81	Basic_Pitch_Histogram_82	Basic_Pitch_Histogram_83	Basic_Pitch_Histogram_84	Basic_Pitch_Histogram_85	Basic_Pitch_Histogram_86	Basic_Pitch_Histogram_87	Basic_Pitch_Histogram_88	Basic_Pitch_Histogram_89	Basic_Pitch_Histogram_90	Basic_Pitch_Histogram_91	Basic_Pitch_Histogram_92	Basic_Pitch_Histogram_93	Basic_Pitch_Histogram_94	Basic_Pitch_Histogram_95	Basic_Pitch_Histogram_96	Basic_Pitch_Histogram_97	Basic_Pitch_Histogram_98	Basic_Pitch_Histogram_99	Basic_Pitch_Histogram_100	Basic_Pitch_Histogram_101	Basic_Pitch_Histogram_102	Basic_Pitch_Histogram_103	Basic_Pitch_Histogram_104	Basic_Pitch_Histogram_105	Basic_Pitch_Histogram_106	Basic_Pitch_Histogram_107	Basic_Pitch_Histogram_108	Basic_Pitch_Histogram_109	Basic_Pitch_Histogram_110	Basic_Pitch_Histogram_111	Basic_Pitch_Histogram_112	Basic_Pitch_Histogram_113	Basic_Pitch_Histogram_114	Basic_Pitch_Histogram_115	Basic_Pitch_Histogram_116	Basic_Pitch_Histogram_117	Basic_Pitch_Histogram_118	Basic_Pitch_Histogram_119	Basic_Pitch_Histogram_120	Basic_Pitch_Histogram_121	Basic_Pitch_Histogram_122	Basic_Pitch_Histogram_123	Basic_Pitch_Histogram_124	Basic_Pitch_Histogram_125	Basic_Pitch_Histogram_126	Basic_Pitch_Histogram_127	Pitch_Class_Distribution_0	Pitch_Class_Distribution_1	Pitch_Class_Distribution_2	Pitch_Class_Distribution_3	Pitch_Class_Distribution_4	Pitch_Class_Distribution_5	Pitch_Class_Distribution_6	Pitch_Class_Distribution_7	Pitch_Class_Distribution_8	Pitch_Class_Distribution_9	Pitch_Class_Distribution_10	Pitch_Class_Distribution_11	Fifths_Pitch_Histogram_0	Fifths_Pitch_Histogram_1	Fifths_Pitch_Histogram_2	Fifths_Pitch_Histogram_3	Fifths_Pitch_Histogram_4	Fifths_Pitch_Histogram_5	Fifths_Pitch_Histogram_6	Fifths_Pitch_Histogram_7	Fifths_Pitch_Histogram_8	Fifths_Pitch_Histogram_9	Fifths_Pitch_Histogram_10	Fifths_Pitch_Histogram_11	Region
essenFolksong/han2-130	2	4	0	0	0	0	0.270833333333	0.270833333333	1.0	1.0	2	2	4	6	5	12	0.578125	77.3333333333	0.0	0.0416666666667	0.958333333333	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153846153846	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.538461538462	0.0	0.769230769231	0.0	0.230769230769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.538461538462	0.0	0.769230769231	0.0	0.384615384615	0.0	0.538461538462	1.0	0.769230769231	1.0	0.384615384615	0.0	0.0	0.0	0.0	0.0	0.0	China
essenFolksong/han2-131	2	4	0	0	0	0	0.307692307692	0.333333333333	0.583333333333	0.692307692308	5	5	5	9	5	19	0.578125	71.5555555556	0.0	0.487179487179	0.512820512821	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333333333	0.0	0.0833333333333	0.0	0.0	0.416666666667	0.0	0.583333333333	0.0	0.0	0.416666666667	0.0	1.0	0.0	0.25	0.0	0.0	0.333333333333	0.0	0.0833333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384615384615	0.0	1.0	0.0	0.307692307692	0.0	0.0	0.692307692308	0.0	0.615384615385	0.0	0.0	0.384615384615	0.692307692308	1.0	0.615384615385	0.307692307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	China
essenFolksong/han2-132	2	4	0	0	0	0	0.18045112782	0.248120300752	0.958333333333	0.757575757576	3	5	6	13	7	22	0.5390625	67.3846153846	0.0	0.834586466165	0.165413533835	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0416666666667	0.0	0.0416666666667	0.0416666666667	0.0	0.541666666667	0.0	0.875	0.0	0.166666666667	0.791666666667	0.0	1.0	0.0	0.166666666667	0.958333333333	0.0	0.375	0.0	0.5	0.0	0.0	0.0416666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727272727273	0.0	0.666666666667	0.0	1.0	0.0	0.121212121212	0.606060606061	0.0	0.757575757576	0.0	0.151515151515	0.727272727273	0.606060606061	0.666666666667	0.757575757576	1.0	0.151515151515	0.121212121212	0.0	0.0	0.0	0.0	0.0	China
essenFolksong/han2-133	2	4	0	0	0	0	0.224489795918	0.408163265306	0.818181818182	0.5	12	5	5	9	6	19	0.484375	69.3333333333	0.0	0.734693877551	0.265306122449	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	1.0	0.0	0.0	0.272727272727	0.0	0.636363636364	0.0	0.727272727273	0.0	0.0	0.545454545455	0.0	0.818181818182	0.0	0.0909090909091	0.0	0.0	0.272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	1.0	0.0	0.05	0.15	0.0	0.5	0.0	0.4	0.0	0.0	0.35	0.5	1.0	0.4	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.15	China
essenFolksong/han2-134	2	4	0	0	0	0	0.4	0.4	0.558823529412	0.558823529412	5	7	3	7	6	12	0.59375	74.5714285714	0.0	0.247058823529	0.752941176471	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235294118	0.0	0.558823529412	0.0	0.176470588235	0.411764705882	0.0	1.0	0.0	0.176470588235	0.0	0.0	0.117647058824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176470588235	0.411764705882	0.0	1.0	0.0	0.176470588235	0.0	0.0	0.176470588235	0.0	0.558823529412	0.0	0.0	0.411764705882	0.176470588235	1.0	0.558823529412	0.176470588235	0.176470588235	0.0	0.0	0.0	0.0	China
essenFolksong/han2-135	2	4	0	0	0	0	0.227722772277	0.227722772277	0.913043478261	0.913043478261	7	7	5	6	6	10	0.6484375	78.5	0.0	0.0	1.0	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.782608695652	0.0	0.0	0.913043478261	0.0	0.782608695652	0.0	0.173913043478	0.739130434783	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.782608695652	0.0	0.0	0.913043478261	0.0	0.782608695652	0.0	0.173913043478	0.739130434783	0.0	1.0	0.0	0.0	0.0	0.739130434783	0.913043478261	1.0	0.782608695652	0.782608695652	0.173913043478	0.0	0.0	0.0	China
essenFolksong/han2-136	2	4	0	0	0	0	0.27868852459	0.295081967213	0.764705882353	0.777777777778	2	2	4	8	5	17	0.5625	68.25	0.0	0.655737704918	0.344262295082	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235294118	0.0	0.0588235294118	0.0	0.0	0.235294117647	0.0	0.294117647059	0.0	0.705882352941	0.0	0.0	1.0	0.0	0.764705882353	0.0	0.0	0.470588235294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.777777777778	0.0	0.0	0.666666666667	0.0	0.277777777778	0.0	0.666666666667	0.0	0.0	1.0	0.277777777778	0.777777777778	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	China
essenFolksong/han2-137	4	4	0	0	0	0	0.267605633803	0.267605633803	0.947368421053	0.947368421053	2	2	4	6	6	10	0.578125	77.5	0.0	0.253521126761	0.746478873239	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.947368421053	0.0	1.0	0.0	0.0	0.684210526316	0.0	0.631578947368	0.0	0.210526315789	0.263157894737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.947368421053	0.0	1.0	0.0	0.0	0.684210526316	0.0	0.631578947368	0.0	0.210526315789	0.263157894737	0.0	0.947368421053	0.631578947368	1.0	0.210526315789	0.0	0.0	0.0	0.0	0.0	0.0	0.263157894737	0.684210526316	China
essenFolksong/han2-138	2	4	0	0	0	0	0.282608695652	0.282608695652	0.846153846154	0.846153846154	3	9	5	7	5	15	0.578125	71.4285714286	0.0	0.521739130435	0.478260869565	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153846153846	0.0	0.0	0.461538461538	0.0	0.384615384615	0.0	0.846153846154	0.0	0.0	1.0	0.0	0.461538461538	0.0	0.0	0.230769230769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.615384615385	0.0	0.0	0.692307692308	0.0	0.384615384615	0.0	0.846153846154	0.0	0.692307692308	1.0	0.384615384615	0.615384615385	0.846153846154	0.0	0.0	0.0	0.0	0.0	0.0	China
essenFolksong/han2-139	2	4	0	0	0	0	0.346153846154	0.346153846154	0.777777777778	0.777777777778	7	7	4	6	6	10	0.5625	76.5	0.0	0.346153846154	0.653846153846	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.222222222222	0.111111111111	0.0	0.333333333333	0.0	0.777777777778	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.222222222222	0.111111111111	0.0	0.333333333333	0.0	0.777777777778	0.0	0.0	0.444444444444	0.0	1.0	0.777777777778	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.444444444444	0.333333333333	China
essenFolksong/han2-140	2	4	0	0	0	0	0.3	0.3	0.727272727273	0.727272727273	7	7	5	7	7	10	0.6171875	77.1428571429	0.0	0.218181818182	0.781818181818	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727272727273	0.0	0.454545454545	0.0909090909091	0.0	0.424242424242	0.0	1.0	0.0	0.121212121212	0.515151515152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727272727273	0.0	0.454545454545	0.0909090909091	0.0	0.424242424242	0.0	1.0	0.0	0.121212121212	0.515151515152	0.0	0.727272727273	1.0	0.454545454545	0.121212121212	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.515151515152	0.424242424242	China
essenFolksong/han2-141	2	4	0	0	0	0	0.226666666667	0.253333333333	0.882352941176	0.947368421053	5	7	6	8	5	17	0.5078125	66.25	0.0	0.866666666667	0.133333333333	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176470588235	0.0	0.470588235294	0.0	0.0	0.529411764706	0.0	1.0	0.0	0.647058823529	0.0	0.0	0.882352941176	0.0	0.117647058824	0.0	0.0	0.588235294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.526315789474	0.0	0.0	1.0	0.0	0.894736842105	0.0	0.578947368421	0.0	0.0	0.947368421053	0.0	0.526315789474	0.578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.947368421053	0.894736842105	China
essenFolksong/han2-142	2	4	0	0	0	0	0.26	0.26	0.846153846154	0.846153846154	2	2	5	5	5	10	0.578125	76.8	0.0	0.22	0.78	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.846153846154	0.0	1.0	0.0	0.0	0.461538461538	0.0	0.846153846154	0.0	0.0	0.692307692308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.846153846154	0.0	1.0	0.0	0.0	0.461538461538	0.0	0.846153846154	0.0	0.0	0.692307692308	0.0	0.846153846154	0.846153846154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.692307692308	0.461538461538	China
essenFolksong/han2-143	2	4	0	0	0	0	0.225806451613	0.322580645161	0.857142857143	0.6	2	2	7	7	6	14	0.578125	69.2857142857	0.0	0.677419354839	0.322580645161	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.428571428571	0.0	0.0	0.571428571429	0.0	0.571428571429	0.0	0.571428571429	0.0	0.0	0.857142857143	0.0	1.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	1.0	0.0	0.3	0.4	0.0	0.4	0.0	0.4	0.0	0.0	0.6	0.4	1.0	0.4	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.4	China
essenFolksong/han2-144	2	4	0	0	0	0	0.46511627907	0.46511627907	0.35	0.45	2	4	4	6	5	12	0.515625	67.6666666667	0.0	0.93023255814	0.0697674418605	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.35	0.0	1.0	0.0	0.0	0.25	0.0	0.1	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.35	0.0	1.0	0.0	0.0	0.25	0.0	0.1	0.0	0.0	0.45	0.25	0.35	0.1	1.0	0.0	0.0	0.0	0.0	0.0	China
